"Voucher No.","Date","Amount","Why it is flagged","Recommended action"
"JE2512-0074","2025-12-01","IDR 3,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0072","2025-12-01","IDR 3,800,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0073","2025-12-01","IDR 1,285,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0080","2025-12-02","IDR 150,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0083","2025-12-04","IDR 250,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0084","2025-12-08","IDR 55,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0088","2025-12-08","IDR 600,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0085","2025-12-08","IDR 20,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0086","2025-12-08","IDR 2,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0087","2025-12-08","IDR 2,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0094","2025-12-15","IDR 1,250,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0096","2025-12-15","IDR 465,280.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0097","2025-12-15","IDR 375,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0100","2025-12-16","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0099","2025-12-16","IDR 391,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0092","2025-12-19","IDR 402,600.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0107","2025-12-19","USD 1.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0105","2025-12-19","IDR 810,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0106","2025-12-19","IDR 2,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0112","2025-12-23","IDR 683,633.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0111","2025-12-23","IDR 835,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0110","2025-12-23","IDR 7,845,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0116","2025-12-29","IDR 280,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0120","2025-12-30","IDR 3,800,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0125","2025-12-30","IDR 3,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0117","2025-12-30","IDR 4,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0118","2025-12-30","IDR 370,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0126","2025-12-30","IDR 5,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0121","2025-12-30","IDR 3,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0123","2025-12-30","IDR 3,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0137","2025-12-31","USD 5.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0135","2025-12-31","IDR 2,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2512-0127","2025-12-31","IDR 425,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"JE2602-0125","2026-02-18","IDR 570,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"CC2603-0001","2026-03-04","USD 2,000.00","Legacy USD capital contribution has no authoritative historical exchange rate; accounting amounts were preserved unchanged","Authoritative USD-to-IDR rate and rate source for the contribution date"
"CC2606-0001","2026-06-11","USD 4,200.00","Legacy USD capital contribution has no authoritative historical exchange rate; accounting amounts were preserved unchanged","Authoritative USD-to-IDR rate and rate source for the contribution date"
"EXP/25/001","2025-01-02","IDR 7,366,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/002","2025-01-02","IDR 300,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/003","2025-01-13","IDR 8,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/004","2025-01-14","IDR 7,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/005","2025-01-31","USD 5.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.; The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it.; Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/006","2025-01-31","IDR 30,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/007","2025-02-03","IDR 3,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/008","2025-02-03","IDR 3,800,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/009","2025-02-03","IDR 8,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/010","2025-02-17","IDR 36,396,397.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/011","2025-02-21","IDR 558,394.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/012","2025-02-21","IDR 385,800.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/014","2025-02-26","IDR 11,935,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/015","2025-02-28","USD 5.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.; The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it.; Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/016","2025-02-28","IDR 30,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/017","2025-03-03","IDR 4,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/018","2025-03-03","IDR 3,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/019","2025-03-03","IDR 3,800,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/020","2025-03-05","IDR 1,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/021","2025-03-13","IDR 350,915.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/022","2025-03-13","IDR 369,300.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/023","2025-03-13","IDR 500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/024","2025-03-21","IDR 250,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/025","2025-03-21","IDR 110,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/026","2025-03-27","IDR 1,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/027","2025-03-27","IDR 4,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/028","2025-03-27","IDR 3,800,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/029","2025-03-27","IDR 3,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/030","2025-03-31","USD 5.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.; The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it.; Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/031","2025-03-31","IDR 30,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/032","2025-04-09","IDR 7,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/033","2025-04-14","IDR 5,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/034","2025-04-15","IDR 5,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/035","2025-04-21","IDR 305,318.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/036","2025-04-21","IDR 385,800.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/037","2025-04-25","IDR 889,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/038","2025-04-30","USD 5.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.; The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it.; Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/039","2025-04-30","IDR 30,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/040","2025-04-30","IDR 3,800,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/041","2025-04-30","IDR 1,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/042","2025-04-30","IDR 4,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/043","2025-04-30","IDR 3,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/044","2025-05-09","IDR 3,300,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/045","2025-05-19","IDR 6,600,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/046","2025-05-19","IDR 369,300.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/047","2025-05-19","IDR 552,355.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/048","2025-05-28","IDR 1,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/049","2025-05-28","IDR 4,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/050","2025-05-28","IDR 3,800,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/051","2025-05-28","IDR 3,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/052","2025-05-31","USD 5.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.; The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it.; Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/053","2025-05-31","IDR 30,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/058","2025-06-21","IDR 8,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/071","2025-06-30","IDR 30,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/072","2025-06-30","USD 5.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.; The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it.; Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/079","2025-07-31","IDR 3,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/084","2025-07-31","IDR 30,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/085","2025-07-31","IDR 623,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/086","2025-07-31","USD 5.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.; The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it.; Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/087","2025-08-01","IDR 75,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/088","2025-08-16","IDR 8,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/091","2025-08-19","IDR 5,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/092","2025-08-21","IDR 812,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/093","2025-08-27","IDR 5,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/101","2025-08-31","USD 5.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.; The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it.; Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/102","2025-08-31","IDR 30,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/107","2025-09-11","IDR 2,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/108","2025-09-11","IDR 145,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/110","2025-09-13","IDR 5,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/112","2025-09-15","IDR 369,300.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/115","2025-09-15","IDR 150,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/116","2025-09-16","IDR 170,811.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/117","2025-09-17","IDR 1,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/120","2025-09-23","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25-25/001","2025-09-30","USD 5.00","The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/122","2025-09-30","IDR 1,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/126","2025-09-30","IDR 30,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/127","2025-09-30","USD 5.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.; The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it.; Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/128","2025-10-01","IDR 413,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/130","2025-10-01","IDR 776,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/131","2025-10-01","IDR 4,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/132","2025-10-07","IDR 1,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/134","2025-10-09","IDR 275,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/137","2025-10-10","IDR 240,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/138","2025-10-10","IDR 2,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/140","2025-10-13","IDR 165,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/142","2025-10-14","IDR 2,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
